Sample Code,Unit,PFPrA,PFBA,PFPeA,PFHxA,PFHpA,PFOA,PFNA,PFDA,PFUdA,PFDoA,PFTrDA,PFTeDA,3:3 FTCA,5:3 FTCA,7:3 FTCA,,FOEA,PFPrS,PFBS,PFPeS,L-PFHxS,Br-PFHxS,PFHpS,L-PFOS,Br-PFOS,PFNS,PFDS,MeFBSA,N-EtFBSA-M,FBSA,FPeSA,FHxSA,FHpSA,FOSA,L-N-MeFOSAA,Br-N-MeFOSAA,L-N-EtFOSAA,Br-N-EtFOSAA,MeFOSA,EtFOSA,HFPO-DA,DONA,9ClPF3ONS,11ClPF3OUdS,"3,6-OPFHpA",PF4OPeA,PF5OHxA,PFECHS,PFEESA,N-AP-FHxSA,N-TAmP-FHxSA,4:2 FTS,6:2 FTS,8:2 FTS,10:2 FTS
IDL,ng/sample,0.003,0.007,0.049,0.009,0.044,0.001,0.04,0.05,0.03,,0.019,0.001,,0.034,0.066,,4.539,0.038,0.06,0.052,0.001,0.004,0.053,0.001,0.001,0.108,0.011,0.302,0.487,0.045,0.028,0.031,0.003,0.004,0.056,0.113,0.125,1.431,0.001,0.001,0.137,0.003,0.008,0.001,0.015,0.024,0.026,0.037,0.049,0.002,,0.001,0.003,0.005,0.19
