Sample Code,Unit,PFPrA,PFBA,PFPeA,PFHxA,PFHpA,PFOA,PFNA,PFDA,PFUdA,PFDoA,PFTrDA,PFTeDA,3:3 FTCA,5:3 FTCA,7:3 FTCA,FOEA,PFPrS,PFBS,PFPeS,L-PFHxS,Br-PFHxS,PFHpS,L-PFOS,Br-PFOS,PFNS,PFDS,MeFBSA,N-EtFBSA-M,FBSA,FPeSA,FHxSA,FHpSA,FOSA,L-N-MeFOSAA,Br-N-MeFOSAA,L-N-EtFOSAA,Br-N-EtFOSAA,MeFOSA,EtFOSA,HFPO-DA,DONA,9ClPF3ONS,11ClPF3OUdS,"3,6-OPFHpA",PF4OPeA,PF5OHxA,PFECHS,PFEESA,N-AP-FHxSA,N-TAmP-FHxSA,4:2 FTS,6:2 FTS,8:2 FTS,10:2 FTS
IDL,ng/sample,0.003,0.012,0.024,0.003,0.004,0.001,0.006,0.002,0.001,0.001,0.001,0.018,2.915,0.09,0.042,2.584,0.021,0.027,0.014,0.001,0.001,0.019,0.001,0.001,0.04,0.019,0.499,0.013,0.018,0.001,0.001,0.003,0.001,0.023,0.083,0.037,0.09,0.052,0.083,0.026,0.003,0.001,0.001,0.005,0.014,0.021,0.011,0.031,0.16,,0.001,0.016,0.022,0.001
